ID,Price,Area,floorCount,RoomCount,BedRoomCount,ToiletCount,Furniture,Facade,View,Direction,DistanceToMainRoad,OwnershipCertification,LandOwnershipCertification,houseOwnershipCertification,Location,Type
FID2STTIF11,32000000000,220,4,0,4,0,"Thang máy, sàn gỗ, trần thạch cao, thiết bị vệ sinh đầy đủ có bồn tắm, tủ quần áo, tủ bếp, bếp, hút mùi, vòi, chậu, điều hòa âm trần đầy đủ cho các phòng, nóng lạnh, thiết bị chiếu sáng...",0,,0,0,"Pháp lỹ rõ ràng minh bạch,nhận nhà ở ngay",0,0,"Dự án The Manor Central Park, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID2STTIF12,14000000000,100,5,0,5,0,,0,,0,0,Sổ hồng,0,1,"Cityland Park Hills, Số 18, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID2STTIF13,0,100,3,0,4,0,,0,,0,0,Có sổ,0,0,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",Bán nhà riêng

FID2STTIF14,4000000000,54,4,0,5,0,Bàn giao hoàn thiện cao cấp trong và ngoài,0,,0,0,Đã có sổ riêng từng nền,0,0,"Đường Thạnh Xuân 43, Quận 12, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID2STTIF15,0,164,3,0,4,0,"Thô bên trong, hòan thiện bên ngoài.",0,,0,0,"Sổ đỏ chính chủ + hợp đồng mua bán, sở hữu lâu dài.",0,0,"Dự án Vinhomes Green Bay Mễ Trì, Đường Hoàng Lan, Phường Mễ Trì, Nam Từ Liêm, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID2STTIF16,7000000000,0,3,0,3,0,,0,,0,0,,0,0,"Hẻm 391, Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",Bán nhà riêng

FID2STTIF17,16000000000,99,5,0,0,0,"Bàn giao đầy đủ nội thất cao cấp, có thang máy.",0,,0,0,Sổ đỏ.,0,0,"Dự án The Manor Central Park, Đường Nguyễn Xiển, Phường Đại Kim, Hoàng Mai, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID2STTIF18,4000000000,100,5,0,4,0,,0,,0,0,Pháp lý đầy đủ.,0,0,"Dự án Kim Chung Di Trạch, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID2STTIF19,1000000000,200,1,0,3,0,,0,,0,0,,0,0,"Đường Mỹ Hạnh Nam, Xã Mỹ Hạnh Nam, Đức Hòa, Long An",Bán nhà riêng

FID2STTIF20,4000000000,100,5,0,4,0,,0,,0,0,,0,0,"Dự án Kim Chung Di Trạch, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID3STTIF1,16000000000,75,5,0,0,0,,0,,0,0,Sổ đỏ lâu dài,0,0,"Dự án The Manor Central Park, Đường Nguyễn Xiển, Phường Đại Kim, Hoàng Mai, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID3STTIF2,15000000000,75,5,0,5,0,Full nội thất liền tường cao cấp.,0,,0,0,Sổ đỏ lâu dài.,0,0,"Dự án The Manor Central Park, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID3STTIF3,35000000000,200,1,0,0,0,,0,,0,0,,0,0,"Đường Trương Hán Siêu, Phường Đa Kao, Quận 1, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID3STTIF4,19000000000,300,3,0,5,0,Bàn giao hoàn thiện mặt ngoài giao thô bên trong,0,,0,0,,0,0,"Đường Đỗ Xuân Hợp, Phường An Phú, Quận 2, Hồ Chí Minh","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID3STTIF5,6000000000,1932,1,0,0,0,,0,,0,0,,0,0,"Xã Cư Yên, Lương Sơn, Hòa Bình","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID3STTIF6,15000000000,900,3,0,4,0,Đầy đủ,0,,0,0,,0,0,"Đường N5, Phường Thới Hòa, Bến Cát, Bình Dương",Bán nhà riêng

FID3STTIF7,0,168,4,0,4,0,Full đồ mới 100%.,0,,0,0,,0,0,"Dự án Vinhomes The Harmony, Đường Nguyệt Quế, Phường Việt Hưng, Long Biên, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID3STTIF8,0,50,6,0,5,0,"Sàn gỗ, phòng ngủ, tủ bếp Acrylic An Cường, cửa phòng thì thép gỗ chống cháy, cửa sổ nhôm kính XingFa, WC cabin tắm kính và trần nhôm sáng rực, cầu thang bộ và thang máy kính vip.",0,,0,0,,0,0,"Ngõ 12, Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",Bán nhà riêng

FID3STTIF9,9000000000,122,1,0,0,0,,0,,0,0,,0,0,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID3STTIF10,5000000000,53,3,0,4,0,,0,,0,0,,0,0,"Đường Số 2, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",Bán nhà riêng

FID3STTIF11,6000000000,160,3,0,0,0,,0,,0,0,,0,0,"Dự án Aqua City, Đường Hương lộ 2, Xã Long Hưng, Biên Hòa, Đồng Nai","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID3STTIF12,4000000000,0,4,0,5,0,"Giao nhà hoàn thiện: Bếp, vệ sinh, cửa gỗ, có cả ốp tường bằng kính... Cơ bản đã đầy đủ. Chỉ cần sấm thêm tivi giường tủ là vào ở ngay.",0,,0,0,Đã có sổ,0,0,"Đường Thạnh Xuân 43, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Bán nhà riêng

FID3STTIF13,0,95,5,0,0,0,,0,,0,0,Có sổ.,0,0,"Dự án Louis City Hoàng Mai, Đường Tân Mai, Phường Thịnh Liệt, Hoàng Mai, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID3STTIF14,23000000000,120,6,0,6,0,,0,,0,0,,0,0,"Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID3STTIF15,125000000000,1000,3,0,10,0,,0,,0,0,Sổ hồng.,0,1,"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",Bán nhà riêng

FID3STTIF16,5000000000,97,3,0,3,0,"Giao nhà hoàn thiện mặt ngoài, thô trong",0,,0,0,,0,0,"Dự án Aqua City, Đường Hương lộ 2, Xã Long Hưng, Biên Hòa, Đồng Nai","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID3STTIF17,1000000000,33,3,0,3,0,"Nội thất đã có theo nhà và còn đẹp hơn nữa. 1. Cầu thang gỗ Lim. 2. Cửa thông phòng Lim. Tủ bếp gỗ tự nhiên. 3. Cửa nhôm hệ Việt Pháp, cửa chính gỗ Lim. 4. Thiết bị vệ sinh Inax. Trần thạch cao...",0,,0,0,Sổ đỏ.,0,0,"Phố Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",Bán nhà riêng

FID3STTIF18,14000000000,100,1,0,0,0,,0,,0,0,,0,0,"Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID3STTIF19,4000000000,60,1,0,3,0,,0,,0,0,,0,0,"Phạm văn chiêu, Gò Vấp, Hồ Chí Minh",Bán nhà riêng

FID3STTIF20,16000000000,150,4,0,0,0,,0,,0,0,,0,0,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID4STTIF1,0,0,1,0,0,0,,0,,0,0,,0,0,"Louis City Hoàng Mai, 54, Đường Tân Mai, Phường Thịnh Liệt, Hoàng Mai, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID4STTIF2,0,225,4,0,0,0,,0,,0,0,Đã có sổ đỏ,0,0,"Dự án An Khang Villa, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID4STTIF3,0,99,5,0,0,0,,0,,0,0,,0,0,"Dự án The Manor Central Park, Đường Nguyễn Xiển, Phường Đại Kim, Hoàng Mai, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID4STTIF4,0,0,1,0,0,0,,0,,0,0,,0,0,"Dự án Ciputra Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID4STTIF5,6000000000,225,3,0,5,0,"Bàn giao thô, hoàn thiện mặt ngoài - vườn.",0,,0,0,Đã có sổ đỏ.,0,0,"Dự án Xanh Villas, Đường Đại lộ Thăng Long, Xã Tiến Xuân, Thạch Thất, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID4STTIF6,3000000000,38,5,0,3,0,"Nội thất cao cấp cầu thang và tủ bếp gỗ Sồi Nga, cửa sổ và cửa thông phòng bằng nhôm kính hệ cao cấp Việt Pháp, thiết bị vệ sinh mới và cao cấp, phòng ngủ sàn gỗ...",0,,0,0,"Đã có sổ đỏ, giấy phép xây dựng, đồng hồ điện - nước... Đầy đủ.",0,0,"Số 16 ngõ 219, Đường Lĩnh Nam, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",Bán nhà riêng

FID4STTIF7,6000000000,117,1,0,3,0,,0,,0,0,,0,0,"224, Phố Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",Bán nhà riêng

FID4STTIF8,1000000000,33,3,0,3,0,"1. Cầu thang gỗ Lim. 2. Cửa thông phòng gỗ chò. Tủ bếp gỗ tự nhiên. 3. Cửa nhôm Việt Pháp, cửa chính inox. 4. Vệ sinh Inax. Trần thạch cao. 5. Sơn Jotun. Bồn nước sơn hà 6. Dây điện Trần Phú, đá ốp.",0,,0,0,,0,0,"Phố Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",Bán nhà riêng

FID4STTIF9,32000000000,220,4,0,0,0,"+ Nhà hoàn thiện đầy đủ nội thất, chất lượng cao nhập khẩu Châu Âu, đã bao gồm thang máy.",0,,0,0,Đã có sổ đỏ.,0,0,"Dự án The Manor Central Park, Đường Nguyễn Xiển, Phường Đại Kim, Hoàng Mai, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID4STTIF10,0,0,5,0,5,0,Cao cấp sang trọng.,0,,0,0,Đã có sổ đỏ vĩnh viễn.,0,0,"Dự án Vinhomes Riverside, Phường Phúc Lợi, Long Biên, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID4STTIF11,10000000000,100,4,0,5,0,,0,,0,0,Đã có sổ hồng,0,1,"Đường 5B, Bình Tân, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID4STTIF12,0,1000,1,0,0,0,,0,,0,0,,0,0,"Đường Quốc Lộ 13, Phường Bình Hòa, Thuận An, Bình Dương",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID4STTIF13,790000000,0,2,0,2,0,- tặng nội thất.,0,,0,0,Có sổ hồng.,0,1,"Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",Bán nhà riêng

FID4STTIF14,4000000000,85,1,0,0,0,,0,,0,0,,0,0,"Dự án The Standard Central Park, Đường Tân Phước Khánh 10, Phường Tân Phước Khánh, Tân Uyên, Bình Dương",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID4STTIF15,0,36,5,0,4,0,,0,,0,0,,0,0,"Đường Cổ Điển A, Xã Tứ Hiệp, Thanh Trì, Hà Nội",Bán nhà riêng

FID4STTIF16,1000000000,33,3,0,4,0,"1, Cầu thang gỗ Lim. 2, Cửa chính gỗ Lim, cửa thông phòng Lim, tủ bếp gỗ tự nhiên. 3, Cửa sổ ban công nhôm Việt Pháp. 4, Vệ sinh Inax. Trần thạch cao đủ 3 tầng. 5, Sơn Jotun. Bồn nước Sơn Hà. ...",0,,0,0,Sổ đỏ chính chủ.,0,0,"Phố Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",Bán nhà riêng

FID4STTIF17,0,120,1,0,0,0,,0,,0,0,,0,0,"Dự án Geleximco Lê Trọng Tấn, Phố Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID4STTIF18,12000000000,126,3,0,5,0,,0,,0,0,Sổ đỏ chính chủ.,0,0,"Phố Yên Lạc, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán nhà riêng

FID4STTIF19,10000000000,98,2,0,4,0,,0,,0,0,Sổ hồng chính chủ.,0,1,"Đường Tân Kỳ Tân Quý, Tân Phú, Hồ Chí Minh",Bán nhà riêng

FID4STTIF20,0,0,5,0,5,0,,0,,0,0,,0,0,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID5STTIF1,12000000000,97,1,0,0,0,,0,,0,0,,0,0,"Dự án Him Lam Vạn Phúc, 34 Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID5STTIF2,16000000000,93,5,0,5,0,Hoàn thiện nội thất mặt ngoài.,0,,0,0,Đã có sổ đỏ.,0,0,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID5STTIF3,7000000000,72,1,0,2,0,,0,,0,0,Sổ hồng chính chủ.,0,1,"Đường Tân Kỳ Tân Quý, Tân Phú, Hồ Chí Minh",Bán nhà riêng

FID5STTIF4,7000000000,95,5,0,0,0,,0,,0,0,,0,0,"Bình Minh Garden, Số 93, Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID5STTIF5,1000000000,34,4,0,3,0,Nội thất cao cấp về ở.,0,,0,0,"Đầy đủ pháp lý, gpxd, sổ đỏ chính chủ.",0,0,"Phố Lê Trọng Tấn, Phường Yên Nghĩa, Hà Đông, Hà Nội",Bán nhà riêng

FID5STTIF6,3000000000,230,1,0,0,0,,0,,0,0,,0,0,"Dự án Khu đô thị mới Đông Bắc (Khu 1), Đường Nguyễn Tri Phương, Phường Thanh Sơn, Phan Rang - Tháp Chàm, Ninh Thuận","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID5STTIF7,4000000000,85,1,0,0,0,,0,,0,0,,0,0,"Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID5STTIF8,0,50,4,0,0,0,,0,,0,0,,0,0,"Dự án Khu đô thị mới Đông Bắc (Khu 1), Đường Nguyễn Tri Phương, Phường Thanh Sơn, Phan Rang - Tháp Chàm, Ninh Thuận","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID5STTIF9,4000000000,320,1,0,0,0,,0,,0,0,Có sổ,0,0,"Đường Thạnh Xuân 38, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Bán nhà riêng

FID5STTIF10,7000000000,72,2,0,3,0,,0,,0,0,Sổ đỏ.,0,0,"Ngõ 72, Đường Tôn Thất Tùng, Phường Khương Thượng, Đống Đa, Hà Nội",Bán nhà riêng

FID5STTIF11,3000000000,32,5,0,3,0,Đầy đủ tiện nghi như hình đã đăng.,0,,0,0,"Sổ đỏ chính chủ, giấy phép đầy đủ.",0,0,"Số 174B ngõ 169, Đường Hoàng Mai, Phường Mai Động, Hoàng Mai, Hà Nội",Bán nhà riêng

FID5STTIF12,0,126,4,0,0,0,,0,,0,0,,0,0,"Dự án Grand World Phú Quốc, Đường ĐT 45, Xã Gành Dầu, Phú Quốc, Kiên Giang","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID5STTIF13,0,400,5,0,0,0,,0,,0,0,,0,0,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",Bán nhà riêng

FID5STTIF14,2000000000,67,3,0,4,0,Cao cấp,0,,0,0,Đã có sổ hồng riêng + hoàn công đầy đủ.,0,1,"Dự án VietSing - Phú Chánh, Đường ĐT 742, Xã Phú Chánh, Tân Uyên, Bình Dương",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID5STTIF15,1000000000,31,3,0,3,0,,0,,0,0,Sổ đỏ tách riêng từng căn.,0,0,"Phố Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",Bán nhà riêng

FID5STTIF16,33000000000,68,8,0,0,0,,0,,0,0,,0,0,"Phố Hai Bà Trưng, Phường 5, Quận 3, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID5STTIF17,2000000000,0,2,0,2,0,"Nội thất cao cấp, gạch sàn cao cấp Đồng Tâm, thiết bị vệ sinh Inax, hệ thống cửa nhôm Xingfa. Tặng màn cửa 2 lớp, tranh trang trí, cây trong nhà.",0,,0,0,,0,0,"Dự án Khu biệt thự Hưng Lợi, Đường 30/4, Phường Hưng Lợi, Ninh Kiều, Cần Thơ",Bán nhà riêng

FID5STTIF18,11000000000,81,3,0,0,0,,0,,0,0,Sổ đỏ chính chủ,0,0,"Phố Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

